APPLICATION_ID, REQUEST_GROUP_ID, REQUEST_UNIT_TYPE, UNIT_APPLICATION_ID, REQUEST_UNIT_ID, LAST_UPDATE_DATE, LAST_UPDATED_BY, CREATION_DATE, CREATED_BY, LAST_UPDATE_LOGIN
800,887,P,801,40260,12.06.01,1,12.06.01,1,0
240,718,P,240,39556,01.01.80,2,01.01.80,2,0
240,718,P,240,39557,01.01.80,2,01.01.80,2,0
240,718,P,240,39565,01.01.80,2,01.01.80,2,0
240,718,P,240,39566,01.01.80,2,01.01.80,2,0
240,718,P,240,39567,01.01.80,2,01.01.80,2,0
401,296,P,401,34048,29.09.00,2,29.09.00,2,0
240,718,P,240,39569,01.01.80,2,01.01.80,2,0
240,718,P,240,39570,01.01.80,2,01.01.80,2,0
240,718,P,240,44027,18.09.02,2,18.09.02,2,0
691,915,P,691,45075,15.10.03,2,15.10.03,2,0
691,915,P,691,45078,27.10.03,2,27.10.03,2,0
691,915,P,691,45079,27.10.03,2,27.10.03,2,0
691,915,P,691,45082,27.10.03,2,27.10.03,2,0
691,915,P,691,45084,03.11.03,2,03.11.03,2,0
691,915,P,691,45087,03.11.03,2,03.11.03,2,0
691,915,P,691,45088,18.03.04,2,18.03.04,2,0
185,699,P,185,37609,09.03.99,2,09.03.99,2,0
185,699,P,185,37610,09.03.99,2,09.03.99,2,0
7003,721,P,7003,33976,22.03.99,1,22.03.99,1,29165
7003,721,P,7003,38059,06.04.99,1,06.04.99,1,29742
7003,721,P,7003,39745,30.11.99,1,30.11.99,1,43874
7003,721,P,7003,39746,30.11.99,1,30.11.99,1,43874
7003,721,S,7003,55,22.03.99,1,22.03.99,1,29165
7003,721,S,7003,56,22.03.99,1,22.03.99,1,29165
7003,721,S,7003,57,22.03.99,1,22.03.99,1,29165
185,699,P,185,37611,09.03.99,2,09.03.99,2,0
185,699,P,185,37612,09.03.99,2,09.03.99,2,0
185,699,P,185,37613,09.03.99,2,09.03.99,2,0
185,699,P,185,37614,09.03.99,2,09.03.99,2,0
185,699,P,185,37615,09.03.99,2,09.03.99,2,0
185,699,P,185,37616,09.03.99,2,09.03.99,2,0
185,699,P,185,37617,09.03.99,2,09.03.99,2,0
185,699,P,185,37618,09.03.99,2,09.03.99,2,0
185,699,P,185,37619,09.03.99,2,09.03.99,2,0
185,699,P,185,37620,09.03.99,2,09.03.99,2,0
185,699,P,185,37621,09.03.99,2,09.03.99,2,0
185,699,P,185,37622,09.03.99,2,09.03.99,2,0
185,699,P,185,37623,09.03.99,2,09.03.99,2,0
185,699,P,185,37624,09.03.99,2,09.03.99,2,0
185,699,P,185,37625,09.03.99,2,09.03.99,2,0
185,699,P,185,37626,09.03.99,2,09.03.99,2,0
185,699,P,185,37627,09.03.99,2,09.03.99,2,0
185,699,P,185,37628,09.03.99,2,09.03.99,2,0
185,699,P,185,37629,09.03.99,2,09.03.99,2,0
185,699,P,185,37631,09.03.99,2,09.03.99,2,0
185,699,P,185,37632,09.03.99,2,09.03.99,2,0
185,699,P,185,37633,09.03.99,2,09.03.99,2,0
185,699,P,185,37634,09.03.99,2,09.03.99,2,0
185,699,P,185,37635,09.03.99,2,09.03.99,2,0
185,699,P,185,37636,09.03.99,2,09.03.99,2,0
185,699,P,185,37637,09.03.99,2,09.03.99,2,0
185,699,P,185,37638,09.03.99,2,09.03.99,2,0
185,699,P,185,37639,09.03.99,2,09.03.99,2,0
185,699,P,185,37640,09.03.99,2,09.03.99,2,0
185,699,P,185,37641,09.03.99,2,09.03.99,2,0
185,699,P,185,37642,09.03.99,2,09.03.99,2,0
185,699,P,185,37643,09.03.99,2,09.03.99,2,0
185,699,P,185,37878,09.03.99,2,09.03.99,2,0
185,699,P,185,37894,04.05.99,2,04.05.99,2,0
185,699,P,185,38003,01.03.00,2,01.03.00,2,0
185,699,P,185,38005,01.04.99,2,01.04.99,2,0
185,699,P,185,38006,01.04.99,2,01.04.99,2,0
185,699,P,185,38357,25.05.99,2,25.05.99,2,0
185,699,P,185,38677,06.06.00,2,06.06.00,2,0
185,699,P,185,39516,02.09.99,2,02.09.99,2,0
185,699,P,185,42657,19.10.01,2,19.10.01,2,0
185,699,P,185,42658,19.10.01,2,19.10.01,2,0
185,699,P,185,43443,19.12.01,2,19.12.01,2,0
691,915,P,691,40649,13.09.00,2,13.09.00,2,0
185,699,P,185,43444,13.02.02,2,13.02.02,2,0
185,699,P,185,44066,02.07.02,2,02.07.02,2,0
185,699,P,185,45121,27.03.03,2,27.03.03,2,0
185,699,P,185,45127,31.03.03,2,31.03.03,2,0
185,699,P,185,45123,25.04.03,2,25.04.03,2,0
185,699,P,185,45129,02.06.03,2,02.06.03,2,0
185,699,P,185,45128,02.06.03,2,02.06.03,2,0
558,825,P,558,38246,25.06.99,1,25.06.99,1,0
558,825,P,558,38247,25.06.99,1,25.06.99,1,0
185,699,P,185,45125,02.06.03,2,02.06.03,2,0
185,699,P,185,45114,22.07.03,2,22.07.03,2,0
140,175,P,140,37375,22.12.00,1,22.12.00,1,0
697,970,P,697,41530,30.08.01,1,30.08.01,1,0
800,922,P,800,32405,30.08.01,1,30.08.01,1,0
140,175,P,140,37900,22.12.00,1,22.12.00,1,0
185,699,P,185,45116,31.07.03,2,31.07.03,2,0
185,699,P,185,45118,31.07.03,2,31.07.03,2,0
185,699,S,185,430,13.10.00,2,13.10.00,2,0
558,825,P,558,40502,09.06.00,1,09.06.00,1,0
185,1132,A,260,260,30.07.03,2,30.07.03,2,0
558,825,P,558,40501,09.06.00,1,09.06.00,1,0
558,825,P,558,43339,06.11.01,1,06.11.01,1,0
185,1132,P,185,37609,30.07.03,2,30.07.03,2,0
185,1132,P,185,37610,30.07.03,2,30.07.03,2,0
694,1100,P,694,44034,12.12.02,2,12.12.02,2,0
185,1132,P,185,37611,30.07.03,2,30.07.03,2,0
185,1132,P,185,37612,30.07.03,2,30.07.03,2,0
185,1132,P,185,37613,30.07.03,2,30.07.03,2,0
185,1132,P,185,37614,30.07.03,2,30.07.03,2,0
185,1132,P,185,37615,30.07.03,2,30.07.03,2,0
185,1132,P,185,37616,30.07.03,2,30.07.03,2,0
185,1132,P,185,37617,30.07.03,2,30.07.03,2,0
185,1132,P,185,37618,30.07.03,2,30.07.03,2,0
185,1132,P,185,37619,30.07.03,2,30.07.03,2,0
185,1132,P,185,37622,30.07.03,2,30.07.03,2,0
140,175,P,140,38633,22.12.00,1,22.12.00,1,0
185,1132,P,185,37624,30.07.03,2,30.07.03,2,0
185,1132,P,185,37625,30.07.03,2,30.07.03,2,0
185,1132,P,185,37626,30.07.03,2,30.07.03,2,0
185,1132,P,185,37627,30.07.03,2,30.07.03,2,0
185,1132,P,185,37628,30.07.03,2,30.07.03,2,0
185,1132,P,185,37629,30.07.03,2,30.07.03,2,0
185,1132,P,185,37631,30.07.03,2,30.07.03,2,0
800,1061,P,801,36471,12.06.02,2,12.06.02,2,0
185,1132,P,185,37632,30.07.03,2,30.07.03,2,0
691,915,P,691,42102,07.08.01,2,07.08.01,2,0
185,1132,P,185,37633,30.07.03,2,30.07.03,2,0
185,1132,P,185,37634,30.07.03,2,30.07.03,2,0
185,1132,P,185,37635,30.07.03,2,30.07.03,2,0
185,1132,P,185,37636,30.07.03,2,30.07.03,2,0
185,1132,P,185,37637,30.07.03,2,30.07.03,2,0
185,1132,P,185,37638,30.07.03,2,30.07.03,2,0
185,1132,P,185,37639,30.07.03,2,30.07.03,2,0
185,1132,P,185,37640,30.07.03,2,30.07.03,2,0
800,887,P,801,33110,30.08.01,1,30.08.01,1,0
691,915,P,691,42103,31.08.01,2,31.08.01,2,0
691,915,P,691,42104,03.10.01,2,03.10.01,2,0
691,915,P,691,44040,05.12.02,2,05.12.02,2,0
691,915,P,691,44039,05.12.02,2,05.12.02,2,0
222,116,P,222,42744,08.05.02,2,08.05.02,2,0
691,915,P,691,44038,05.12.02,2,05.12.02,2,0
691,915,P,691,44041,05.12.02,2,05.12.02,2,0
691,915,P,691,45072,08.09.03,2,08.09.03,2,0
222,116,P,222,42746,08.05.02,2,08.05.02,2,0
691,915,P,691,45073,10.10.03,2,10.10.03,2,0
222,116,P,222,42748,08.05.02,2,08.05.02,2,0
691,915,P,691,45074,10.10.03,2,10.10.03,2,0
222,116,P,222,42749,08.05.02,2,08.05.02,2,0
222,116,P,222,43519,08.05.02,2,08.05.02,2,0
185,1132,P,185,37641,30.07.03,2,30.07.03,2,0
185,1132,P,185,37642,30.07.03,2,30.07.03,2,0
185,1132,P,185,37643,30.07.03,2,30.07.03,2,0
185,1132,P,185,37878,30.07.03,2,30.07.03,2,0
185,1132,P,185,37894,30.07.03,2,30.07.03,2,0
185,1132,P,185,38003,30.07.03,2,30.07.03,2,0
185,1132,P,185,38005,30.07.03,2,30.07.03,2,0
185,1132,P,185,38006,30.07.03,2,30.07.03,2,0
185,1132,P,185,38357,30.07.03,2,30.07.03,2,0
185,1132,P,185,38677,30.07.03,2,30.07.03,2,0
185,1132,P,185,39366,30.07.03,2,30.07.03,2,0
185,1132,P,185,39516,30.07.03,2,30.07.03,2,0
185,1132,P,185,42657,30.07.03,2,30.07.03,2,0
185,1132,P,185,42658,30.07.03,2,30.07.03,2,0
185,1132,P,185,43443,30.07.03,2,30.07.03,2,0
185,1132,P,185,43444,30.07.03,2,30.07.03,2,0
552,790,P,552,38453,01.01.80,2,01.01.80,2,0
552,790,P,552,38454,01.01.80,2,01.01.80,2,0
552,790,P,552,38455,01.01.80,2,01.01.80,2,0
552,790,P,552,38456,01.01.80,2,01.01.80,2,0
552,790,P,552,43682,26.09.02,2,26.09.02,2,0
557,820,P,557,38341,26.05.99,2,26.05.99,2,0
557,820,P,557,38342,26.05.99,2,26.05.99,2,0
557,820,P,557,38343,26.05.99,2,26.05.99,2,0
557,820,P,557,38344,26.05.99,2,26.05.99,2,0
557,820,P,557,38345,26.05.99,2,26.05.99,2,0
557,820,P,557,38346,26.05.99,2,26.05.99,2,0
557,820,P,557,38347,26.05.99,2,26.05.99,2,0
557,820,P,557,38348,26.05.99,2,26.05.99,2,0
557,820,P,557,38349,26.05.99,2,26.05.99,2,0
557,820,P,557,38350,26.05.99,2,26.05.99,2,0
557,820,P,557,38351,26.05.99,2,26.05.99,2,0
557,820,P,557,38352,26.05.99,2,26.05.99,2,0
557,820,P,557,38353,26.05.99,2,26.05.99,2,0
222,115,P,222,20868,07.12.93,2,07.12.93,2,0
222,115,P,222,20870,07.12.93,2,07.12.93,2,0
222,115,P,222,20882,04.02.94,2,04.02.94,2,0
222,115,P,222,20884,07.12.93,2,07.12.93,2,0
222,115,P,222,20885,07.12.93,2,07.12.93,2,0
222,115,P,222,20893,15.12.93,2,15.12.93,2,0
222,115,P,222,20904,07.12.93,2,07.12.93,2,0
557,820,P,557,38367,26.05.99,2,26.05.99,2,0
557,820,P,557,38368,26.05.99,2,26.05.99,2,0
557,820,P,557,38369,26.05.99,2,26.05.99,2,0
222,115,P,222,31705,07.02.94,2,07.02.94,2,0
222,115,P,222,31711,07.12.93,2,07.12.93,2,0
557,820,P,557,38372,26.05.99,2,26.05.99,2,0
557,820,P,557,38373,26.05.99,2,26.05.99,2,0
557,820,P,557,38374,26.05.99,2,26.05.99,2,0
557,820,P,557,38375,26.05.99,2,26.05.99,2,0
557,820,P,557,38376,26.05.99,2,26.05.99,2,0
222,115,P,222,31713,07.12.93,2,07.12.93,2,0
557,820,P,557,41572,29.01.01,2,29.01.01,2,0
557,820,P,557,41570,29.01.01,2,29.01.01,2,0
557,820,P,557,42264,15.03.01,2,15.03.01,2,0
222,115,P,222,31739,05.10.93,2,05.10.93,2,0
178,586,P,178,36706,05.09.97,2,05.09.97,2,0
178,586,P,178,36911,15.10.97,2,15.10.97,2,0
178,586,P,178,40268,11.02.00,2,11.02.00,2,0
680,875,P,0,38337,14.08.01,1,14.08.01,1,0
680,875,P,680,40097,23.02.00,1,23.02.00,1,0
680,875,P,680,40098,24.02.00,1,24.02.00,1,0
680,875,P,680,40095,26.02.00,1,26.02.00,1,0
680,875,P,680,40094,26.02.00,1,26.02.00,1,0
680,1016,P,0,38337,17.08.01,1,17.08.01,1,0
680,1016,P,680,41814,13.08.01,1,13.08.01,1,0
680,1016,P,680,41815,13.08.01,1,13.08.01,1,0
680,1016,P,680,41816,13.08.01,1,13.08.01,1,0
680,1016,P,680,41818,17.08.01,1,17.08.01,1,0
680,1016,P,680,41819,18.12.01,1,18.12.01,1,0
879,1057,P,222,40920,12.12.03,2,12.12.03,2,0
879,1057,P,222,40922,12.12.03,2,12.12.03,2,0
879,1057,P,222,41529,12.12.03,2,12.12.03,2,0
879,1057,P,222,42113,12.12.03,2,12.12.03,2,0
879,1057,P,222,42119,12.12.03,2,12.12.03,2,0
879,1057,P,222,42118,12.12.03,2,12.12.03,2,0
879,1057,P,222,42111,12.12.03,2,12.12.03,2,0
879,1057,P,222,42728,04.08.03,2,04.08.03,2,0
879,1057,P,222,42727,12.12.03,2,12.12.03,2,0
8301,374,P,8301,37291,03.09.98,1,03.09.98,1,0
7002,728,P,7002,33988,30.08.01,1,30.08.01,1,0
222,115,P,222,31741,07.12.93,2,07.12.93,2,0
222,115,P,222,31742,03.09.93,2,03.09.93,2,0
222,115,P,222,31743,04.02.94,2,04.02.94,2,0
222,115,P,222,31767,07.02.94,2,07.02.94,2,0
222,115,P,222,31768,07.12.93,2,07.12.93,2,0
222,117,P,222,31707,07.12.93,2,07.12.93,2,0
222,115,P,222,31854,11.03.94,2,11.03.94,2,0
222,117,P,222,31732,07.12.93,2,07.12.93,2,0
222,115,P,222,31878,03.09.93,2,03.09.93,2,0
222,117,P,222,31774,07.12.93,2,07.12.93,2,0
222,115,P,222,31891,07.02.94,2,07.02.94,2,0
222,117,P,222,31889,07.12.93,2,07.12.93,2,0
222,115,P,222,31917,07.12.93,2,07.12.93,2,0
222,117,P,222,31898,15.12.93,2,15.12.93,2,0
222,115,P,222,32569,07.12.93,2,07.12.93,2,0
222,117,P,222,31916,07.12.93,2,07.12.93,2,0
222,115,P,222,32571,07.12.93,2,07.12.93,2,0
222,117,P,222,32523,07.12.93,2,07.12.93,2,0
222,115,P,222,32576,15.07.93,2,15.07.93,2,0
222,115,P,222,32818,07.12.93,2,07.12.93,2,0
222,115,P,222,32821,11.03.94,2,11.03.94,2,0
222,115,P,222,32822,11.03.94,2,11.03.94,2,0
222,115,P,222,32823,04.02.94,2,04.02.94,2,0
222,115,P,222,32824,11.03.94,2,11.03.94,2,0
222,115,P,222,32825,04.02.94,2,04.02.94,2,0
222,115,P,222,32841,11.03.94,2,11.03.94,2,0
222,115,P,222,32874,11.03.94,2,11.03.94,2,0
222,115,P,222,32881,11.03.94,2,11.03.94,2,0
222,115,P,222,32889,10.07.96,2,10.07.96,2,0
222,115,P,222,32890,11.03.94,2,11.03.94,2,0
222,115,P,222,33285,10.07.96,2,10.07.96,2,0
222,115,P,222,33286,10.07.96,2,10.07.96,2,0
809,1011,P,808,37311,27.07.01,2,27.07.01,2,0
809,1011,P,808,37312,27.07.01,2,27.07.01,2,0
809,1011,P,808,37313,27.07.01,2,27.07.01,2,0
809,1011,P,808,37314,27.07.01,2,27.07.01,2,0
809,1011,P,808,37315,27.07.01,2,27.07.01,2,0
809,1011,P,808,37316,27.07.01,2,27.07.01,2,0
809,1011,P,808,37317,27.07.01,2,27.07.01,2,0
809,1011,P,808,37318,27.07.01,2,27.07.01,2,0
809,1011,P,808,37319,27.07.01,2,27.07.01,2,0
809,1011,P,808,37320,27.07.01,2,27.07.01,2,0
809,1011,P,808,37321,27.07.01,2,27.07.01,2,0
809,1011,P,808,37322,27.07.01,2,27.07.01,2,0
809,1011,P,808,37323,27.07.01,2,27.07.01,2,0
809,1011,P,808,37324,27.07.01,2,27.07.01,2,0
809,1011,P,808,37325,27.07.01,2,27.07.01,2,0
809,1011,P,808,37326,27.07.01,2,27.07.01,2,0
809,1011,P,808,37327,27.07.01,2,27.07.01,2,0
809,1011,P,808,37328,27.07.01,2,27.07.01,2,0
809,1011,P,808,37329,27.07.01,2,27.07.01,2,0
809,1011,P,808,37330,27.07.01,2,27.07.01,2,0
809,1011,P,808,37332,27.07.01,2,27.07.01,2,0
809,1011,P,808,37333,27.07.01,2,27.07.01,2,0
809,1011,P,808,37334,27.07.01,2,27.07.01,2,0
809,1011,P,808,37337,27.07.01,2,27.07.01,2,0
809,1011,P,808,38653,27.07.01,2,27.07.01,2,0
809,1011,P,808,38654,27.07.01,2,27.07.01,2,0
809,1011,P,808,38666,27.07.01,2,27.07.01,2,0
809,1011,P,808,38667,27.07.01,2,27.07.01,2,0
809,1011,P,808,38668,27.07.01,2,27.07.01,2,0
0,821,P,800,43338,18.06.02,2,18.06.02,2,0
809,1011,P,808,40976,27.07.01,2,27.07.01,2,0
809,1011,P,808,40977,27.07.01,2,27.07.01,2,0
809,1011,P,808,40975,27.07.01,2,27.07.01,2,0
809,1011,P,809,42313,14.12.00,2,14.12.00,2,0
809,1011,P,809,42328,02.01.01,2,02.01.01,2,0
809,1011,P,809,42333,16.03.01,2,16.03.01,2,0
696,916,P,696,44612,04.09.03,2,04.09.03,2,0
879,1057,P,222,40482,12.12.03,2,12.12.03,2,0
222,97,S,222,615,02.07.02,2,02.07.02,2,0
879,1057,P,222,44168,12.12.03,2,12.12.03,2,0
879,1057,P,222,44175,12.12.03,2,12.12.03,2,0
879,1057,P,222,44176,12.12.03,2,12.12.03,2,0
879,1057,P,222,44179,12.12.03,2,12.12.03,2,0
879,1057,P,690,40719,12.12.03,2,12.12.03,2,0
879,1057,P,690,42367,12.12.03,2,12.12.03,2,0
879,1057,P,690,42370,12.12.03,2,12.12.03,2,0
879,1057,P,690,43136,12.12.03,2,12.12.03,2,0
879,1057,P,690,43135,12.12.03,2,12.12.03,2,0
879,1057,P,879,43014,01.07.04,2,01.07.04,2,0
879,1057,P,879,44646,17.12.03,2,17.12.03,2,0
7004,395,A,200,200,16.07.97,2,16.07.97,2,0
7004,395,P,7004,36046,16.07.97,2,16.07.97,2,0
7004,395,P,7004,36047,16.07.97,2,16.07.97,2,0
7004,395,P,7004,36053,16.07.97,2,16.07.97,2,0
7004,395,P,7004,36055,16.07.97,2,16.07.97,2,0
7004,395,P,7004,36059,16.07.97,2,16.07.97,2,0
7004,395,P,7004,36061,16.07.97,2,16.07.97,2,0
7004,395,P,7004,36062,16.07.97,2,16.07.97,2,0
7004,395,P,7004,36632,08.09.97,2,08.09.97,2,0
7004,395,S,7004,167,07.08.97,2,07.08.97,2,0
7004,395,S,7004,168,07.08.97,2,07.08.97,2,0
7004,396,A,222,222,16.07.97,2,16.07.97,2,0
7004,396,P,7004,36372,08.08.97,2,08.08.97,2,0
7004,396,P,7004,36631,08.09.97,2,08.09.97,2,0
7004,396,P,7004,37071,19.11.97,2,19.11.97,2,0
7004,396,S,7004,145,22.09.97,2,22.09.97,2,0
7004,396,S,7004,165,07.08.97,2,07.08.97,2,0
7004,396,S,7004,166,07.08.97,2,07.08.97,2,0
7004,396,S,7004,169,08.08.97,2,08.08.97,2,0
7004,396,S,7004,171,08.08.97,2,08.08.97,2,0
7004,396,S,7004,172,08.08.97,2,08.08.97,2,0
7004,397,A,101,101,18.07.97,2,18.07.97,2,0
7004,397,S,7004,89,28.07.97,2,28.07.97,2,0
7004,397,S,7004,90,18.07.97,2,18.07.97,2,0
7004,397,S,7004,91,18.07.97,2,18.07.97,2,0
7004,397,S,7004,92,28.07.97,2,28.07.97,2,0
7004,398,A,101,101,21.07.97,2,21.07.97,2,0
7004,398,P,140,21080,21.07.97,2,21.07.97,2,0
7004,398,P,7004,36063,12.10.99,2,12.10.99,2,0
7004,398,P,7004,36064,21.07.97,2,21.07.97,2,0
7004,398,P,7004,38221,01.01.80,2,01.01.80,2,0
7004,153,A,101,101,24.07.96,2,24.07.96,2,0
7004,153,S,7004,89,25.07.96,2,25.07.96,2,0
7004,153,S,7004,90,25.07.96,2,25.07.96,2,0
7004,153,S,7004,91,25.07.96,2,25.07.96,2,0
7004,153,S,7004,92,25.07.96,2,25.07.96,2,0
7004,517,A,140,140,12.08.97,2,12.08.97,2,0
7004,517,P,7004,36440,12.08.97,2,12.08.97,2,0
7004,517,P,7004,38153,27.04.99,2,27.04.99,2,0
7004,517,P,7004,38222,01.01.80,2,01.01.80,2,0
7004,517,S,7004,173,12.08.97,2,12.08.97,2,0
7004,518,A,140,140,12.08.97,2,12.08.97,2,0
7004,518,P,7004,38222,01.01.80,2,01.01.80,2,0
7004,518,P,7004,38238,06.05.99,2,06.05.99,2,0
7004,518,S,7004,298,06.05.99,2,06.05.99,2,0
7004,803,A,222,222,27.04.99,2,27.04.99,2,0
7004,803,P,7004,38156,01.01.80,2,01.01.80,2,0
7004,803,P,7004,38157,01.01.80,2,01.01.80,2,0
7004,803,P,7004,38216,01.01.80,2,01.01.80,2,0
7004,803,P,7004,38217,01.01.80,2,01.01.80,2,0
7004,803,P,7004,38224,01.01.80,2,01.01.80,2,0
7004,803,P,7004,38225,01.01.80,2,01.01.80,2,0
7004,803,P,7004,38226,01.01.80,2,01.01.80,2,0
7004,803,P,7004,41211,10.10.00,2,10.10.00,2,0
7004,803,P,7004,41186,07.08.01,2,07.08.01,2,0
7004,803,P,7004,41600,12.07.01,2,12.07.01,2,0
7004,803,P,7004,41601,12.07.01,2,12.07.01,2,0
7004,803,P,7004,44760,15.05.03,2,15.05.03,2,0
7004,803,P,7004,44766,15.05.03,2,15.05.03,2,0
7004,803,S,7004,702,15.05.03,2,15.05.03,2,0
7004,804,A,300,300,27.04.99,2,27.04.99,2,0
7004,805,A,200,200,27.04.99,2,27.04.99,2,0
7004,805,P,7004,38159,01.01.80,2,01.01.80,2,0
7004,805,P,7004,38162,01.01.80,2,01.01.80,2,0
7004,805,P,7004,38163,01.01.80,2,01.01.80,2,0
7004,805,P,7004,38164,01.01.80,2,01.01.80,2,0
7004,805,P,7004,38165,01.01.80,2,01.01.80,2,0
7004,805,P,7004,41209,12.10.00,2,12.10.00,2,0
7004,805,P,7004,41188,12.10.00,2,12.10.00,2,0
7004,805,P,7004,44762,15.05.03,2,15.05.03,2,0
7004,806,A,140,140,27.04.99,2,27.04.99,2,0
7004,806,P,7004,38222,01.01.80,2,01.01.80,2,0
7004,807,A,200,200,27.04.99,2,27.04.99,2,0
7004,807,P,7004,38202,01.01.80,2,01.01.80,2,0
7004,807,P,7004,38206,01.01.80,2,01.01.80,2,0
7004,807,P,7004,38208,01.01.80,2,01.01.80,2,0
7004,807,P,7004,38212,01.01.80,2,01.01.80,2,0
7004,808,A,222,222,27.04.99,2,27.04.99,2,0
7004,808,P,7004,38203,01.01.80,2,01.01.80,2,0
7004,808,P,7004,38204,01.01.80,2,01.01.80,2,0
7004,808,P,7004,38216,01.01.80,2,01.01.80,2,0
7004,808,P,7004,38217,01.01.80,2,01.01.80,2,0
7004,809,A,101,101,27.04.99,2,27.04.99,2,0
7004,809,P,7004,38205,12.10.99,2,12.10.99,2,0
7004,809,P,7004,38207,01.01.80,2,01.01.80,2,0
7004,809,P,7004,38209,01.01.80,2,01.01.80,2,0
7004,809,P,7004,38210,01.01.80,2,01.01.80,2,0
7004,809,P,7004,38211,01.01.80,2,01.01.80,2,0
7004,810,A,201,201,27.04.99,2,27.04.99,2,0
7004,811,A,200,200,27.04.99,2,27.04.99,2,0
7004,811,P,7004,38199,01.01.80,2,01.01.80,2,0
7004,811,P,7004,38200,01.01.80,2,01.01.80,2,0
7004,812,A,222,222,27.04.99,2,27.04.99,2,0
7004,812,P,7004,38194,01.01.80,2,01.01.80,2,0
7004,812,P,7004,38195,01.01.80,2,01.01.80,2,0
7004,812,P,7004,38196,01.01.80,2,01.01.80,2,0
7004,812,P,7004,38216,01.01.80,2,01.01.80,2,0
7004,812,P,7004,38217,01.01.80,2,01.01.80,2,0
7004,813,A,140,140,27.04.99,2,27.04.99,2,0
7004,813,P,7004,38174,01.01.80,2,01.01.80,2,0
800,923,P,800,32405,30.08.01,1,30.08.01,1,0
7004,813,P,7004,38175,01.01.80,2,01.01.80,2,0
7004,813,P,7004,38177,01.01.80,2,01.01.80,2,0
517,863,P,517,40022,12.04.01,1,12.04.01,1,0
517,863,P,517,40023,12.04.01,1,12.04.01,1,0
517,863,P,517,40024,12.04.01,1,12.04.01,1,0
517,863,P,517,40025,12.04.01,1,12.04.01,1,0
517,863,P,517,40026,12.04.01,1,12.04.01,1,0
517,863,P,517,40027,12.04.01,1,12.04.01,1,0
517,863,P,517,40028,12.04.01,1,12.04.01,1,0
517,863,P,517,40029,12.04.01,1,12.04.01,1,0
517,863,P,517,40030,12.04.01,1,12.04.01,1,0
517,863,P,517,40031,12.04.01,1,12.04.01,1,0
517,863,P,517,40032,12.04.01,1,12.04.01,1,0
517,863,P,517,40033,12.04.01,1,12.04.01,1,0
517,863,P,517,40034,12.04.01,1,12.04.01,1,0
517,863,P,517,40035,12.04.01,1,12.04.01,1,0
517,863,P,517,40036,12.04.01,1,12.04.01,1,0
517,863,P,517,40037,12.04.01,1,12.04.01,1,0
517,863,P,517,40038,12.04.01,1,12.04.01,1,0
517,863,P,702,37608,12.04.01,1,12.04.01,1,0
517,863,S,517,369,12.04.01,1,12.04.01,1,0
7004,813,P,7004,38178,01.01.80,2,01.01.80,2,0
600,244,P,222,33285,22.12.00,1,22.12.00,1,0
800,887,P,800,39364,12.06.02,2,12.06.02,2,0
7004,813,P,7004,38179,01.01.80,2,01.01.80,2,0
8301,374,P,8301,46894,05.10.05,2,05.10.05,2,0
101,27,P,101,31745,17.05.05,120,17.05.05,120,0
101,712,P,101,20127,17.05.05,120,17.05.05,120,0
101,712,P,101,32373,17.05.05,120,17.05.05,120,0
101,712,P,101,37369,17.05.05,120,17.05.05,120,0
101,712,P,101,20955,17.05.05,120,17.05.05,120,0
101,712,P,101,20123,17.05.05,120,17.05.05,120,0
101,712,P,101,32380,17.05.05,120,17.05.05,120,0
101,712,P,101,20122,17.05.05,120,17.05.05,120,0
101,712,P,101,32374,17.05.05,120,17.05.05,120,0
101,712,P,101,37309,17.05.05,120,17.05.05,120,0
101,712,P,101,37397,17.05.05,120,17.05.05,120,0
101,712,P,101,46925,17.05.05,120,17.05.05,120,0
101,712,P,101,20119,17.05.05,120,17.05.05,120,0
101,712,P,101,37192,17.05.05,120,17.05.05,120,0
101,712,P,101,31745,17.05.05,120,17.05.05,120,0
101,712,P,101,31690,17.05.05,120,17.05.05,120,0
101,712,P,101,32381,17.05.05,120,17.05.05,120,0
101,712,P,101,32382,17.05.05,120,17.05.05,120,0
101,712,P,101,32402,17.05.05,120,17.05.05,120,0
101,712,P,101,33266,17.05.05,120,17.05.05,120,0
101,712,P,101,20125,17.05.05,120,17.05.05,120,0
101,712,P,101,20124,17.05.05,120,17.05.05,120,0
101,712,P,101,20126,17.05.05,120,17.05.05,120,0
535,879,P,0,33667,30.08.01,0,30.08.01,0,0
535,879,P,0,38038,30.08.01,0,30.08.01,0,0
535,879,P,534,40125,30.08.01,1,30.08.01,1,0
535,879,P,534,40124,30.08.01,1,30.08.01,1,0
535,879,P,534,40123,30.08.01,1,30.08.01,1,0
401,295,P,401,41578,30.08.01,1,30.08.01,1,0
535,879,P,534,40122,30.08.01,1,30.08.01,1,0
535,879,P,534,40121,30.08.01,1,30.08.01,1,0
535,879,P,535,40118,30.08.01,1,30.08.01,1,0
535,879,P,535,40117,30.08.01,1,30.08.01,1,0
535,879,P,535,40900,30.08.01,1,30.08.01,1,0
535,879,P,535,40899,30.08.01,1,30.08.01,1,0
535,879,P,535,41492,30.08.01,1,30.08.01,1,0
535,879,P,535,41494,30.08.01,1,30.08.01,1,0
535,879,P,535,41493,30.08.01,1,30.08.01,1,0
689,859,P,689,40012,31.08.01,1,31.08.01,1,0
