APPLICATION_ID, PROFILE_OPTION_ID, LEVEL_ID, LEVEL_VALUE, LAST_UPDATE_DATE, LAST_UPDATED_BY, CREATION_DATE, CREATED_BY, LAST_UPDATE_LOGIN, PROFILE_OPTION_VALUE, LEVEL_VALUE_APPLICATION_ID, LEVEL_VALUE2
101,9930,10003,50946,15.07.15,-1,15.07.15,-1,-1,1005,222,
101,9930,10003,50947,15.07.15,-1,15.07.15,-1,-1,1049,222,
101,9930,10003,50948,15.07.15,-1,15.07.15,-1,-1,1050,222,
101,9930,10003,50949,15.07.15,-1,15.07.15,-1,-1,1051,222,
101,9930,10003,50951,15.07.15,-1,15.07.15,-1,-1,1056,222,
101,9930,10003,50952,15.07.15,-1,15.07.15,-1,-1,1057,222,
101,9930,10003,50953,15.07.15,-1,15.07.15,-1,-1,1058,222,
101,9930,10003,50954,15.07.15,-1,15.07.15,-1,-1,1059,222,
101,9930,10003,50955,15.07.15,-1,15.07.15,-1,-1,1052,222,
101,9930,10003,50956,15.07.15,-1,15.07.15,-1,-1,1053,222,
101,9930,10003,50957,15.07.15,-1,15.07.15,-1,-1,1054,222,
101,9930,10003,50958,15.07.15,-1,15.07.15,-1,-1,1055,222,
101,9930,10003,50959,15.07.15,-1,15.07.15,-1,-1,1060,222,
101,9930,10003,50960,15.07.15,-1,15.07.15,-1,-1,1061,222,
101,9930,10003,50961,15.07.15,-1,15.07.15,-1,-1,1062,222,
101,9930,10003,50962,15.07.15,-1,15.07.15,-1,-1,1006,222,
101,9930,10003,50963,15.07.15,-1,15.07.15,-1,-1,1000,222,
101,9930,10003,50964,15.07.15,-1,15.07.15,-1,-1,1001,222,
101,9930,10003,50965,15.07.15,-1,15.07.15,-1,-1,1045,222,
101,9930,10003,50966,15.07.15,-1,15.07.15,-1,-1,1046,222,
101,9930,10003,50967,15.07.15,-1,15.07.15,-1,-1,1008,222,
101,9930,10003,50968,15.07.15,-1,15.07.15,-1,-1,1009,222,
101,9930,10003,50969,15.07.15,-1,15.07.15,-1,-1,1002,222,
101,9930,10003,50970,15.07.15,-1,15.07.15,-1,-1,1010,222,
101,9930,10003,50971,15.07.15,-1,15.07.15,-1,-1,1011,222,
101,9930,10003,50972,15.07.15,-1,15.07.15,-1,-1,1012,222,
101,9930,10003,50973,15.07.15,-1,15.07.15,-1,-1,1013,222,
101,9930,10003,50974,15.07.15,-1,15.07.15,-1,-1,1014,222,
101,9930,10003,50975,15.07.15,-1,15.07.15,-1,-1,1015,222,
101,9930,10003,50976,15.07.15,-1,15.07.15,-1,-1,1020,222,
101,9930,10003,50977,15.07.15,-1,15.07.15,-1,-1,1021,222,
101,9930,10003,50978,15.07.15,-1,15.07.15,-1,-1,1040,222,
101,9930,10003,50979,15.07.15,-1,15.07.15,-1,-1,1003,222,
101,9930,10003,50980,15.07.15,-1,15.07.15,-1,-1,1041,222,
101,9930,10003,50981,15.07.15,-1,15.07.15,-1,-1,1042,222,
101,9930,10003,50982,15.07.15,-1,15.07.15,-1,-1,1043,222,
101,9930,10003,50983,15.07.15,-1,15.07.15,-1,-1,1047,222,
101,9930,10003,50984,15.07.15,-1,15.07.15,-1,-1,1004,222,
101,9930,10003,50985,15.07.15,-1,15.07.15,-1,-1,1044,222,
101,9930,10003,50986,15.07.15,-1,15.07.15,-1,-1,1005,222,
101,9930,10003,50987,15.07.15,-1,15.07.15,-1,-1,1049,222,
101,9930,10003,50988,15.07.15,-1,15.07.15,-1,-1,1050,222,
101,9930,10003,50989,15.07.15,-1,15.07.15,-1,-1,1051,222,
101,9930,10003,50990,15.07.15,-1,15.07.15,-1,-1,1048,222,
101,9930,10003,50991,15.07.15,-1,15.07.15,-1,-1,1056,222,
101,9930,10003,50992,15.07.15,-1,15.07.15,-1,-1,1057,222,
101,9930,10003,50993,15.07.15,-1,15.07.15,-1,-1,1058,222,
101,9930,10003,50994,15.07.15,-1,15.07.15,-1,-1,1059,222,
101,9930,10003,50995,15.07.15,-1,15.07.15,-1,-1,1052,222,
101,9930,10003,50996,15.07.15,-1,15.07.15,-1,-1,1053,222,
101,9930,10003,50997,15.07.15,-1,15.07.15,-1,-1,1054,222,
101,9930,10003,50998,15.07.15,-1,15.07.15,-1,-1,1055,222,
101,9930,10003,50999,15.07.15,-1,15.07.15,-1,-1,1060,222,
101,9930,10003,51000,15.07.15,-1,15.07.15,-1,-1,1061,222,
101,9930,10003,51001,15.07.15,-1,15.07.15,-1,-1,1062,222,
101,9930,10003,51002,15.07.15,-1,15.07.15,-1,-1,1006,222,
101,9930,10003,51003,15.07.15,-1,15.07.15,-1,-1,1000,222,
101,9930,10003,51004,15.07.15,-1,15.07.15,-1,-1,1001,222,
101,9930,10003,51005,15.07.15,-1,15.07.15,-1,-1,1045,222,
101,9930,10003,51006,15.07.15,-1,15.07.15,-1,-1,1046,222,
101,9930,10003,51007,15.07.15,-1,15.07.15,-1,-1,1008,222,
101,9930,10003,51008,15.07.15,-1,15.07.15,-1,-1,1009,222,
101,9930,10003,51009,15.07.15,-1,15.07.15,-1,-1,1002,222,
101,9930,10003,51010,15.07.15,-1,15.07.15,-1,-1,1010,222,
101,9930,10003,51011,15.07.15,-1,15.07.15,-1,-1,1011,222,
101,9930,10003,51012,15.07.15,-1,15.07.15,-1,-1,1012,222,
101,9930,10003,51013,15.07.15,-1,15.07.15,-1,-1,1013,222,
101,9930,10003,51014,15.07.15,-1,15.07.15,-1,-1,1014,222,
101,9930,10003,51015,15.07.15,-1,15.07.15,-1,-1,1015,222,
101,9930,10003,51016,15.07.15,-1,15.07.15,-1,-1,1020,222,
101,9930,10003,51017,15.07.15,-1,15.07.15,-1,-1,1021,222,
101,9930,10003,51018,15.07.15,-1,15.07.15,-1,-1,1040,222,
101,9930,10003,51019,15.07.15,-1,15.07.15,-1,-1,1003,222,
101,9930,10003,51020,15.07.15,-1,15.07.15,-1,-1,1041,222,
101,9930,10003,51021,15.07.15,-1,15.07.15,-1,-1,1042,222,
101,9930,10003,51022,15.07.15,-1,15.07.15,-1,-1,1043,222,
101,9930,10003,51023,15.07.15,-1,15.07.15,-1,-1,1047,222,
101,9930,10003,51024,15.07.15,-1,15.07.15,-1,-1,1004,222,
101,9930,10003,51025,15.07.15,-1,15.07.15,-1,-1,1044,222,
101,9930,10003,51026,15.07.15,-1,15.07.15,-1,-1,1005,222,
101,9930,10003,51027,15.07.15,-1,15.07.15,-1,-1,1049,222,
101,9930,10003,51028,15.07.15,-1,15.07.15,-1,-1,1050,222,
101,9930,10003,51029,15.07.15,-1,15.07.15,-1,-1,1051,222,
101,9930,10003,51030,15.07.15,-1,15.07.15,-1,-1,1048,222,
101,9930,10003,51031,15.07.15,-1,15.07.15,-1,-1,1056,222,
101,9930,10003,51032,15.07.15,-1,15.07.15,-1,-1,1057,222,
101,9930,10003,51033,15.07.15,-1,15.07.15,-1,-1,1058,222,
101,9930,10003,51034,15.07.15,-1,15.07.15,-1,-1,1059,222,
101,9930,10003,51035,15.07.15,-1,15.07.15,-1,-1,1052,222,
101,9930,10003,51036,15.07.15,-1,15.07.15,-1,-1,1053,222,
101,9930,10003,51037,15.07.15,-1,15.07.15,-1,-1,1054,222,
101,9930,10003,51038,15.07.15,-1,15.07.15,-1,-1,1055,222,
101,9930,10003,51039,15.07.15,-1,15.07.15,-1,-1,1060,222,
101,9930,10003,51040,15.07.15,-1,15.07.15,-1,-1,1061,222,
101,9930,10003,51041,15.07.15,-1,15.07.15,-1,-1,1062,222,
101,9930,10003,51042,15.07.15,-1,15.07.15,-1,-1,1006,222,
101,9930,10003,51043,15.07.15,-1,15.07.15,-1,-1,1000,140,
101,9930,10003,51044,15.07.15,-1,15.07.15,-1,-1,1001,140,
101,9930,10003,51045,15.07.15,-1,15.07.15,-1,-1,1045,140,
101,9930,10003,51046,15.07.15,-1,15.07.15,-1,-1,1046,140,
101,9930,10003,51047,15.07.15,-1,15.07.15,-1,-1,1008,140,
101,9930,10003,51048,15.07.15,-1,15.07.15,-1,-1,1009,140,
101,9930,10003,51049,15.07.15,-1,15.07.15,-1,-1,1002,140,
101,9930,10003,51050,15.07.15,-1,15.07.15,-1,-1,1010,140,
101,9930,10003,51051,15.07.15,-1,15.07.15,-1,-1,1011,140,
101,9930,10003,51052,15.07.15,-1,15.07.15,-1,-1,1012,140,
101,9930,10003,51053,15.07.15,-1,15.07.15,-1,-1,1013,140,
101,9930,10003,51054,15.07.15,-1,15.07.15,-1,-1,1014,140,
101,9930,10003,51055,15.07.15,-1,15.07.15,-1,-1,1015,140,
101,9930,10003,51056,15.07.15,-1,15.07.15,-1,-1,1020,140,
101,9930,10003,51057,15.07.15,-1,15.07.15,-1,-1,1021,140,
101,9930,10003,51058,15.07.15,-1,15.07.15,-1,-1,1040,140,
101,9930,10003,51059,15.07.15,-1,15.07.15,-1,-1,1003,140,
101,9930,10003,51060,15.07.15,-1,15.07.15,-1,-1,1041,140,
101,9930,10003,51061,15.07.15,-1,15.07.15,-1,-1,1042,140,
101,9930,10003,51062,15.07.15,-1,15.07.15,-1,-1,1043,140,
101,9930,10003,51063,15.07.15,-1,15.07.15,-1,-1,1047,140,
101,9930,10003,51064,15.07.15,-1,15.07.15,-1,-1,1004,140,
101,9930,10003,51065,15.07.15,-1,15.07.15,-1,-1,1044,140,
101,9930,10003,51066,15.07.15,-1,15.07.15,-1,-1,1005,140,
101,9930,10003,51067,15.07.15,-1,15.07.15,-1,-1,1049,140,
101,9930,10003,51068,15.07.15,-1,15.07.15,-1,-1,1050,140,
101,9930,10003,51069,15.07.15,-1,15.07.15,-1,-1,1051,140,
101,9930,10003,51070,15.07.15,-1,15.07.15,-1,-1,1048,140,
101,9930,10003,51071,15.07.15,-1,15.07.15,-1,-1,1056,140,
101,9930,10003,51072,15.07.15,-1,15.07.15,-1,-1,1057,140,
101,9930,10003,51073,15.07.15,-1,15.07.15,-1,-1,1058,140,
101,9930,10003,51074,15.07.15,-1,15.07.15,-1,-1,1059,140,
101,9930,10003,51075,15.07.15,-1,15.07.15,-1,-1,1052,140,
101,9930,10003,51076,15.07.15,-1,15.07.15,-1,-1,1053,140,
101,9930,10003,51077,15.07.15,-1,15.07.15,-1,-1,1054,140,
101,9930,10003,51078,15.07.15,-1,15.07.15,-1,-1,1055,140,
101,9930,10003,51079,15.07.15,-1,15.07.15,-1,-1,1060,140,
101,9930,10003,51080,15.07.15,-1,15.07.15,-1,-1,1061,140,
101,9930,10003,51081,15.07.15,-1,15.07.15,-1,-1,1062,140,
101,9930,10003,51082,15.07.15,-1,15.07.15,-1,-1,1006,140,
101,9930,10003,51083,15.07.15,-1,15.07.15,-1,-1,1000,140,
101,9930,10003,51084,15.07.15,-1,15.07.15,-1,-1,1001,140,
101,9930,10003,51085,15.07.15,-1,15.07.15,-1,-1,1045,140,
101,9930,10003,51086,15.07.15,-1,15.07.15,-1,-1,1046,140,
101,9930,10003,51087,15.07.15,-1,15.07.15,-1,-1,1008,140,
101,9930,10003,51088,15.07.15,-1,15.07.15,-1,-1,1009,140,
101,9930,10003,51089,15.07.15,-1,15.07.15,-1,-1,1002,140,
101,9930,10003,51090,15.07.15,-1,15.07.15,-1,-1,1010,140,
101,9930,10003,51091,15.07.15,-1,15.07.15,-1,-1,1011,140,
101,9930,10003,51092,15.07.15,-1,15.07.15,-1,-1,1012,140,
101,9930,10003,51093,15.07.15,-1,15.07.15,-1,-1,1013,140,
101,9930,10003,51094,15.07.15,-1,15.07.15,-1,-1,1014,140,
101,9930,10003,51095,15.07.15,-1,15.07.15,-1,-1,1015,140,
101,9930,10003,51096,15.07.15,-1,15.07.15,-1,-1,1020,140,
101,9930,10003,51097,15.07.15,-1,15.07.15,-1,-1,1021,140,
101,9930,10003,51098,15.07.15,-1,15.07.15,-1,-1,1040,140,
101,9930,10003,51099,15.07.15,-1,15.07.15,-1,-1,1003,140,
101,9930,10003,51100,15.07.15,-1,15.07.15,-1,-1,1041,140,
101,9930,10003,51101,15.07.15,-1,15.07.15,-1,-1,1042,140,
101,9930,10003,51102,15.07.15,-1,15.07.15,-1,-1,1043,140,
101,9930,10003,51103,15.07.15,-1,15.07.15,-1,-1,1047,140,
101,9930,10003,51104,15.07.15,-1,15.07.15,-1,-1,1004,140,
101,1202,10003,51289,23.06.15,1110,23.06.15,1110,84817,APBH_Ledger,200,
101,1201,10003,51289,23.06.15,1110,23.06.15,1110,84817,2122,200,
101,9930,10003,51289,23.06.15,1110,23.06.15,1110,84817,1060,200,
101,9930,10003,51222,15.07.15,-1,15.07.15,-1,-1,1060,260,
101,9930,10003,51223,15.07.15,-1,15.07.15,-1,-1,1061,260,
101,9930,10003,51224,15.07.15,-1,15.07.15,-1,-1,1062,260,
0,5799,10003,51289,23.06.15,1110,23.06.15,1110,84837,222,200,
0,1991,10003,51289,23.06.15,1110,23.06.15,1110,84837,222,200,
602,3796,10003,51289,23.06.15,1110,23.06.15,1110,84866,4064,200,
101,9930,10003,51659,15.07.15,-1,15.07.15,-1,-1,1051,222,
602,3796,10003,51585,23.06.15,1110,23.06.15,1110,84895,4064,200,
101,9930,10003,51660,15.07.15,-1,15.07.15,-1,-1,1048,222,
101,9930,10003,51661,15.07.15,-1,15.07.15,-1,-1,1056,222,
101,9930,10003,51662,15.07.15,-1,15.07.15,-1,-1,1057,222,
101,9930,10003,51663,15.07.15,-1,15.07.15,-1,-1,1058,222,
101,9930,10003,51664,15.07.15,-1,15.07.15,-1,-1,1052,222,
101,9930,10003,51665,15.07.15,-1,15.07.15,-1,-1,1053,222,
101,9930,10003,51666,15.07.15,-1,15.07.15,-1,-1,1054,222,
101,9930,10003,51667,15.07.15,-1,15.07.15,-1,-1,1055,222,
101,9930,10003,51668,15.07.15,-1,15.07.15,-1,-1,1060,222,
101,9930,10003,51669,15.07.15,-1,15.07.15,-1,-1,1061,222,
101,9930,10003,51670,15.07.15,-1,15.07.15,-1,-1,1062,222,
101,9930,10003,51671,15.07.15,-1,15.07.15,-1,-1,1006,222,
101,9930,10003,51678,15.07.15,-1,15.07.15,-1,-1,1000,222,
101,9930,10003,51679,15.07.15,-1,15.07.15,-1,-1,1001,222,
101,9930,10003,51680,15.07.15,-1,15.07.15,-1,-1,1045,222,
101,9930,10003,51681,15.07.15,-1,15.07.15,-1,-1,1046,222,
101,9930,10003,51682,15.07.15,-1,15.07.15,-1,-1,1008,222,
101,9930,10003,51683,15.07.15,-1,15.07.15,-1,-1,1059,222,
101,9930,10003,51684,15.07.15,-1,15.07.15,-1,-1,1000,200,
101,9930,10003,51685,15.07.15,-1,15.07.15,-1,-1,1001,200,
101,9930,10003,51686,15.07.15,-1,15.07.15,-1,-1,1045,200,
101,9930,10003,51687,15.07.15,-1,15.07.15,-1,-1,1046,200,
101,9930,10003,51688,15.07.15,-1,15.07.15,-1,-1,1008,200,
101,9930,10003,51689,15.07.15,-1,15.07.15,-1,-1,1059,200,
101,9930,10003,51690,15.07.15,-1,15.07.15,-1,-1,1000,260,
101,9930,10003,51691,15.07.15,-1,15.07.15,-1,-1,1001,260,
101,9930,10003,51692,15.07.15,-1,15.07.15,-1,-1,1045,260,
101,9930,10003,51693,15.07.15,-1,15.07.15,-1,-1,1046,260,
101,9930,10003,51153,15.07.15,-1,15.07.15,-1,-1,1011,101,
101,9930,10003,51154,15.07.15,-1,15.07.15,-1,-1,1012,101,
101,9930,10003,51155,15.07.15,-1,15.07.15,-1,-1,1013,101,
101,9930,10003,51156,15.07.15,-1,15.07.15,-1,-1,1014,101,
101,9930,10003,51157,15.07.15,-1,15.07.15,-1,-1,1015,101,
101,9930,10003,51158,15.07.15,-1,15.07.15,-1,-1,1020,101,
101,9930,10003,51159,15.07.15,-1,15.07.15,-1,-1,1021,101,
101,9930,10003,51160,15.07.15,-1,15.07.15,-1,-1,1040,101,
101,9930,10003,51161,15.07.15,-1,15.07.15,-1,-1,1003,101,
101,9930,10003,51162,15.07.15,-1,15.07.15,-1,-1,1041,101,
101,9930,10003,51163,15.07.15,-1,15.07.15,-1,-1,1042,101,
101,9930,10003,51164,15.07.15,-1,15.07.15,-1,-1,1043,101,
101,9930,10003,51165,15.07.15,-1,15.07.15,-1,-1,1047,101,
101,9930,10003,51166,15.07.15,-1,15.07.15,-1,-1,1004,101,
101,9930,10003,51167,15.07.15,-1,15.07.15,-1,-1,1044,101,
101,9930,10003,51168,15.07.15,-1,15.07.15,-1,-1,1005,101,
101,9930,10003,51169,15.07.15,-1,15.07.15,-1,-1,1049,101,
101,9930,10003,51170,15.07.15,-1,15.07.15,-1,-1,1050,101,
101,9930,10003,51171,15.07.15,-1,15.07.15,-1,-1,1051,101,
101,9930,10003,51172,15.07.15,-1,15.07.15,-1,-1,1048,101,
101,9930,10003,51173,15.07.15,-1,15.07.15,-1,-1,1056,101,
101,9930,10003,51174,15.07.15,-1,15.07.15,-1,-1,1057,101,
101,9930,10003,51175,15.07.15,-1,15.07.15,-1,-1,1058,101,
101,9930,10003,51176,15.07.15,-1,15.07.15,-1,-1,1059,101,
101,9930,10003,51179,15.07.15,-1,15.07.15,-1,-1,1054,101,
101,9930,10003,51180,15.07.15,-1,15.07.15,-1,-1,1055,101,
101,9930,10003,51182,15.07.15,-1,15.07.15,-1,-1,1061,101,
101,9930,10003,51183,15.07.15,-1,15.07.15,-1,-1,1062,101,
101,9930,10003,51184,15.07.15,-1,15.07.15,-1,-1,1006,101,
101,9930,10003,51186,15.07.15,-1,15.07.15,-1,-1,1000,260,
101,9930,10003,51187,15.07.15,-1,15.07.15,-1,-1,1001,260,
101,9930,10003,51188,15.07.15,-1,15.07.15,-1,-1,1045,260,
101,9930,10003,51189,15.07.15,-1,15.07.15,-1,-1,1046,260,
101,9930,10003,51190,15.07.15,-1,15.07.15,-1,-1,1008,260,
101,9930,10003,51191,15.07.15,-1,15.07.15,-1,-1,1009,260,
101,9930,10003,51192,15.07.15,-1,15.07.15,-1,-1,1002,260,
101,9930,10003,51193,15.07.15,-1,15.07.15,-1,-1,1010,260,
101,9930,10003,51194,15.07.15,-1,15.07.15,-1,-1,1011,260,
101,9930,10003,51195,15.07.15,-1,15.07.15,-1,-1,1012,260,
101,9930,10003,51196,15.07.15,-1,15.07.15,-1,-1,1013,260,
101,9930,10003,51197,15.07.15,-1,15.07.15,-1,-1,1014,260,
101,9930,10003,51198,15.07.15,-1,15.07.15,-1,-1,1015,260,
101,9930,10003,51199,15.07.15,-1,15.07.15,-1,-1,1020,260,
101,9930,10003,51200,15.07.15,-1,15.07.15,-1,-1,1021,260,
101,9930,10003,51201,15.07.15,-1,15.07.15,-1,-1,1040,260,
101,9930,10003,51202,15.07.15,-1,15.07.15,-1,-1,1003,260,
101,9930,10003,51203,15.07.15,-1,15.07.15,-1,-1,1041,260,
101,9930,10003,51204,15.07.15,-1,15.07.15,-1,-1,1042,260,
101,9930,10003,51205,15.07.15,-1,15.07.15,-1,-1,1043,260,
101,9930,10003,51206,15.07.15,-1,15.07.15,-1,-1,1047,260,
101,9930,10003,51207,15.07.15,-1,15.07.15,-1,-1,1004,260,
101,9930,10003,51208,15.07.15,-1,15.07.15,-1,-1,1044,260,
101,9930,10003,51209,15.07.15,-1,15.07.15,-1,-1,1005,260,
101,9930,10003,51210,15.07.15,-1,15.07.15,-1,-1,1049,260,
101,9930,10003,51211,15.07.15,-1,15.07.15,-1,-1,1050,260,
101,9930,10003,51212,15.07.15,-1,15.07.15,-1,-1,1051,260,
101,9930,10003,51213,15.07.15,-1,15.07.15,-1,-1,1048,260,
101,9930,10003,51214,15.07.15,-1,15.07.15,-1,-1,1056,260,
101,9930,10003,51215,15.07.15,-1,15.07.15,-1,-1,1057,260,
101,9930,10003,51216,15.07.15,-1,15.07.15,-1,-1,1058,260,
101,9930,10003,51217,15.07.15,-1,15.07.15,-1,-1,1059,260,
101,9930,10003,51218,15.07.15,-1,15.07.15,-1,-1,1052,260,
101,9930,10003,51219,15.07.15,-1,15.07.15,-1,-1,1053,260,
101,9930,10003,51220,15.07.15,-1,15.07.15,-1,-1,1054,260,
101,9930,10003,51221,15.07.15,-1,15.07.15,-1,-1,1055,260,
101,9930,10003,51225,15.07.15,-1,15.07.15,-1,-1,1006,260,
0,3773,10004,1239,17.06.15,1239,17.06.15,1239,-1,202,,
690,4306,10004,1239,17.06.15,1239,17.06.15,1239,-1,AED,,
178,7590,10004,1239,17.06.15,1239,17.06.15,1239,-1,AED,,
178,3798,10004,1239,17.06.15,1239,17.06.15,1239,-1,UNITED ARAB EMIRATES,,
101,1202,10003,51516,23.06.15,1110,23.06.15,1110,84620,API_DUBAI_Ledger,101,
101,1201,10003,51516,23.06.15,1110,23.06.15,1110,84620,2023,101,
101,9930,10003,51516,23.06.15,1110,23.06.15,1110,84620,1001,101,
101,1202,10003,51517,23.06.15,1110,23.06.15,1110,84620,API_VIETNAM_Ledger,101,
101,1201,10003,51517,23.06.15,1110,23.06.15,1110,84620,2092,101,
101,9930,10003,51517,23.06.15,1110,23.06.15,1110,84620,1045,101,
101,1202,10003,51538,23.06.15,1110,23.06.15,1110,84620,APGH_Ledger,101,
101,1201,10003,51538,23.06.15,1110,23.06.15,1110,84620,2031,101,
101,9930,10003,51538,23.06.15,1110,23.06.15,1110,84620,1005,101,
101,1202,10003,51539,23.06.15,1110,23.06.15,1110,84620,APKHL_JFZ_Ledger,101,
101,1201,10003,51539,23.06.15,1110,23.06.15,1110,84620,2100,101,
101,9930,10003,51539,23.06.15,1110,23.06.15,1110,84620,1049,101,
101,1202,10003,51540,23.06.15,1110,23.06.15,1110,84620,KHL_JFZ_Ledger,101,
101,1201,10003,51540,23.06.15,1110,23.06.15,1110,84620,2102,101,
101,9930,10003,51540,23.06.15,1110,23.06.15,1110,84620,1050,101,
101,1202,10003,51541,04.08.15,1110,23.06.15,1110,109121,APJH_Ledger,101,
101,1201,10003,51541,04.08.15,1110,23.06.15,1110,109121,2104,101,
101,9930,10003,51541,04.08.15,1110,23.06.15,1110,109121,1051,101,
101,1202,10003,51547,23.06.15,1110,23.06.15,1110,84620,APIH_Ledger,101,
101,1201,10003,51547,23.06.15,1110,23.06.15,1110,84620,2106,101,
101,9930,10003,51547,23.06.15,1110,23.06.15,1110,84620,1052,101,
101,1202,10003,51548,23.06.15,1110,23.06.15,1110,84620,APPH_Ledger,101,
101,1201,10003,51548,23.06.15,1110,23.06.15,1110,84620,2108,101,
101,9930,10003,51548,23.06.15,1110,23.06.15,1110,84620,1053,101,
101,1202,10003,51549,23.06.15,1110,23.06.15,1110,84620,MOATIZE_JAFZA_Ledger,101,
101,1201,10003,51549,23.06.15,1110,23.06.15,1110,84620,2110,101,
101,9930,10003,51549,23.06.15,1110,23.06.15,1110,84620,1054,101,
101,1202,10003,51550,23.06.15,1110,23.06.15,1110,84620,MOATIZE_DIFC_Ledger,101,
101,1201,10003,51550,23.06.15,1110,23.06.15,1110,84620,2112,101,
101,9930,10003,51550,23.06.15,1110,23.06.15,1110,84620,1055,101,
101,1202,10003,51551,23.06.15,1110,23.06.15,1110,84620,APBH_Ledger,101,
101,1201,10003,51551,23.06.15,1110,23.06.15,1110,84620,2122,101,
101,9930,10003,51551,23.06.15,1110,23.06.15,1110,84620,1060,101,
101,1202,10003,51552,23.06.15,1110,23.06.15,1110,84620,APKHL_WLL_Ledger,101,
101,1201,10003,51552,23.06.15,1110,23.06.15,1110,84620,2124,101,
101,9930,10003,51552,23.06.15,1110,23.06.15,1110,84620,1061,101,
101,1202,10003,51553,23.06.15,1110,23.06.15,1110,84620,KHL_WLL_Ledger,101,
101,1201,10003,51553,23.06.15,1110,23.06.15,1110,84620,2126,101,
101,9930,10003,51553,23.06.15,1110,23.06.15,1110,84620,1062,101,
101,1202,10003,51554,23.06.15,1110,23.06.15,1110,84620,APGS_Ledger,101,
101,1201,10003,51554,23.06.15,1110,23.06.15,1110,84620,2034,101,
101,9930,10003,51554,23.06.15,1110,23.06.15,1110,84620,1006,101,
101,1202,10003,51254,23.06.15,1110,23.06.15,1110,84709,API_DUBAI_Ledger,200,
101,1201,10003,51254,23.06.15,1110,23.06.15,1110,84709,2023,200,
101,9930,10003,51254,23.06.15,1110,23.06.15,1110,84709,1001,200,
178,5877,10004,1217,05.07.15,1217,05.07.15,1217,92168,S,,
101,9930,10003,50858,15.07.15,-1,15.07.15,-1,-1,1048,200,
101,9930,10003,51113,15.07.15,-1,15.07.15,-1,-1,1058,140,
101,9930,10003,51114,15.07.15,-1,15.07.15,-1,-1,1059,140,
101,9930,10003,51115,15.07.15,-1,15.07.15,-1,-1,1052,140,
101,9930,10003,51116,15.07.15,-1,15.07.15,-1,-1,1053,140,
101,9930,10003,51117,15.07.15,-1,15.07.15,-1,-1,1054,140,
101,9930,10003,51118,15.07.15,-1,15.07.15,-1,-1,1055,140,
101,9930,10003,51119,15.07.15,-1,15.07.15,-1,-1,1060,140,
101,9930,10003,51120,15.07.15,-1,15.07.15,-1,-1,1061,140,
101,9930,10003,51121,15.07.15,-1,15.07.15,-1,-1,1062,140,
101,9930,10003,51122,15.07.15,-1,15.07.15,-1,-1,1006,140,
101,9930,10003,51123,15.07.15,-1,15.07.15,-1,-1,1000,140,
101,9930,10003,51124,15.07.15,-1,15.07.15,-1,-1,1001,140,
101,9930,10003,51125,15.07.15,-1,15.07.15,-1,-1,1045,140,
101,9930,10003,51126,15.07.15,-1,15.07.15,-1,-1,1046,140,
101,9930,10003,51127,15.07.15,-1,15.07.15,-1,-1,1008,140,
101,9930,10003,51128,15.07.15,-1,15.07.15,-1,-1,1009,140,
101,9930,10003,51129,15.07.15,-1,15.07.15,-1,-1,1002,140,
101,9930,10003,51130,15.07.15,-1,15.07.15,-1,-1,1010,140,
101,9930,10003,51131,15.07.15,-1,15.07.15,-1,-1,1011,140,
101,9930,10003,51132,15.07.15,-1,15.07.15,-1,-1,1012,140,
101,9930,10003,51133,15.07.15,-1,15.07.15,-1,-1,1013,140,
101,9930,10003,51134,15.07.15,-1,15.07.15,-1,-1,1014,140,
101,9930,10003,51135,15.07.15,-1,15.07.15,-1,-1,1015,140,
101,9930,10003,51136,15.07.15,-1,15.07.15,-1,-1,1020,140,
101,9930,10003,51137,15.07.15,-1,15.07.15,-1,-1,1021,140,
101,9930,10003,51138,15.07.15,-1,15.07.15,-1,-1,1040,140,
101,9930,10003,51139,15.07.15,-1,15.07.15,-1,-1,1003,140,
101,9930,10003,51140,15.07.15,-1,15.07.15,-1,-1,1041,140,
101,9930,10003,51141,15.07.15,-1,15.07.15,-1,-1,1042,140,
101,9930,10003,51142,15.07.15,-1,15.07.15,-1,-1,1043,140,
101,9930,10003,51143,15.07.15,-1,15.07.15,-1,-1,1047,140,
101,9930,10003,51144,15.07.15,-1,15.07.15,-1,-1,1004,140,
101,9930,10003,51145,15.07.15,-1,15.07.15,-1,-1,1000,101,
101,9930,10003,51147,15.07.15,-1,15.07.15,-1,-1,1045,101,
101,9930,10003,51148,15.07.15,-1,15.07.15,-1,-1,1046,101,
101,9930,10003,51149,15.07.15,-1,15.07.15,-1,-1,1008,101,
101,9930,10003,51150,15.07.15,-1,15.07.15,-1,-1,1009,101,
101,9930,10003,51151,15.07.15,-1,15.07.15,-1,-1,1002,101,
101,9930,10003,51152,15.07.15,-1,15.07.15,-1,-1,1010,101,
101,9930,10003,51106,15.07.15,-1,15.07.15,-1,-1,1005,140,
101,9930,10003,51107,15.07.15,-1,15.07.15,-1,-1,1049,140,
101,9930,10003,51108,15.07.15,-1,15.07.15,-1,-1,1050,140,
101,9930,10003,51109,15.07.15,-1,15.07.15,-1,-1,1051,140,
101,9930,10003,51110,15.07.15,-1,15.07.15,-1,-1,1048,140,
101,9930,10003,51111,15.07.15,-1,15.07.15,-1,-1,1056,140,
101,9930,10003,51112,15.07.15,-1,15.07.15,-1,-1,1057,140,
