PROFILE_OPTION_NAME, LANGUAGE, USER_PROFILE_OPTION_NAME, CREATED_BY, CREATION_DATE, LAST_UPDATED_BY, LAST_UPDATE_DATE, LAST_UPDATE_LOGIN, DESCRIPTION, SOURCE_LANG
IGI_CIS2007_CALENDAR,US,IGI : CIS Calendar,2,25.09.06,120,11.07.07,0,Construction Industry Scheme : Calendar,US
PON_DEFAULT_EXT_USER_RESP,US,Sourcing Default Responsibility For External User,2,25.03.02,121,05.04.07,0,This profile option stores the Oracle Sourcing default responsibility for external user.,US
IGI_CIS2007_PROXY_SERVER,US,IGI : CIS Proxy Server,2,03.10.06,120,11.07.07,0,Construction Industry Scheme : Proxy Server,US
IGI_CIS2007_XML_SERVER,US,IGI : CIS XML Server,2,03.10.06,120,11.07.07,0,Construction Industry Scheme : XML Server,US
IGI_CIS2007_POLL_LIMIT,US,IGI : CIS Poll Limit,2,03.10.06,120,11.07.07,0,Construction Industry Scheme : Poll Limit,US
IGI_CIS2007_SENDER_PWD,US,IGI : CIS Sender Password,2,03.10.06,120,11.07.07,0,Construction Industry Scheme : Sender Password,US
IGI_CIS2007_KEY_PWD,US,IGI : CIS Key Password,2,03.10.06,120,11.07.07,0,Construction Industry Scheme : Key Password,US
PV_DEFAULT_PARTNER_LEVEL,US,PV: Default Partner Level,2,19.02.02,120,21.01.05,0,Default Partner Level,US
PV_ENABLE_PARTIAL_MATCHING,US,PV: Enable Partial Matching of Attributes,2,01.08.02,121,12.12.05,0,Dropping of attributes is enabled if no match is found,US
QP_PRICING_TRANSACTION_ENTITY,US,QP: Pricing Transaction Entity,2,01.07.02,121,27.08.09,0,Pricing Transaction Entity,US
HRI_REC_USE_PUI_MGR_KEYS,US,HRI: Use Recruitment Managers from Vacancy Form,120,09.01.07,120,09.01.07,0,Whether to use the Recruiter and Raised By manager fields on the vacancy form to determine Recruitment Manager,US
HRI_COLLECT_HDC,US,HRI: Collect Headcount Values,120,10.01.07,120,10.01.07,0,Whether to collect Headcount values for use in Business Intelligence reports,US
WMS_BARCODE_FONT_NAME,US,WMS: Barcode Font Name,2,21.03.02,120,21.01.05,0,Barcode Font Name used for Oracle Warehouse Management Reports,US
PV_USE_SALES_PARTNER_FLAG,US,PV: Use Sales Partner Flag,2,13.02.02,121,12.12.05,0,Sales Flag,US
HRI_OBIEE_WRKFC_MGRH_TOP,US,HRI:HCM Analyst (Manager View) Top,120,10.01.07,120,10.01.07,0,,US
WMS_BARCODE_TYPE,US,WMS: Barcode Type,2,21.03.02,120,21.01.05,0,Barcode Type used for Oracle Warehouse Management Reports,US
HRI_COLLECT_FTE,US,HRI: Collect FTE Values,120,10.01.07,120,10.01.07,0,Whether to collect Full Time Equivalent values for use in Business Intelligence reports,US
WMS_SEQUENCE_PICKS_ACROSS_WAVES,US,WMS:Sequence Picks Across Waves,2,26.04.02,120,21.01.05,0,Picks will be sequenced across waves based on this option,US
PV_RULE_SELECTION_BY_ENGINE,US,PV: Matching Rule Selected By Engine,2,12.04.02,120,21.01.05,0,When this profile is Yes the Matching Rule is selected by the Rules Engine,US
PV_DEFAULT_START_PAGE,US,PV: Default Start Page,2,24.04.02,121,12.12.05,0,Default Start Page LOV,US
PV_COMMON_CURRENCY,US,PV: Common Currency for Rules Engines,2,22.05.02,120,21.01.05,0,PV: Common Currency for Rules Engines,US
PV_AUTO_MATCHING_RULE,US,PV: Rule for Automatic Matching,2,03.04.02,120,01.09.05,0,User can invoke the automation partner assignment engine from the user interface.  He/she needs to pick a matching rule using this profile,US
AHL_OSP_OE_SHIP_ONLY_ID,US,AHL: OM Ship Only Line Type ID,2,04.10.02,120,21.01.05,0,,US
AHL_WO_CTR_READING_PLAN,US,AHL: Counter Reading Plan,2,19.10.02,120,21.01.05,0,AHL: Counter Reading Plan,US
AHL_MTL_MAT_STATUS_MRB,US,AHL: Material Status - MRB,2,25.10.02,120,21.01.05,0,This profile maps to the Material Status name for MRB condition.,US
AHL_PRD_TASK_EST_DURATION,US,AHL : Default Estimate Duration,2,11.10.02,120,21.01.05,0,AHL : Default Estimate Duration,US
AHL_RM_ROUTE_APPRV_ENABLED,US,AHL: Enable approval workflow for Routes.,2,28.03.03,120,21.01.05,0,Enable approval workflow for Routes.,US
AHL_OSP_OE_MIXED_ID,US,AHL: OM Mixed Order Type ID,2,04.10.02,120,21.01.05,0,,US
AHL_NR_WO_OP_PLAN_TYPE,US,AHL: Non-Routine Operation Inspection Type,2,19.10.02,120,22.06.06,0,AHL: Non-Routine Operation Inspection Type,US
AHL_PRD_SR_TYPE,US,AHL : Default Service Request Type,2,11.10.02,120,21.01.05,0,AHL : Default Service Request Type,US
AHL_DEFAULT_PA_TEMPLATE_ID,US,AHL: Default Project Template ID,2,19.10.02,120,13.05.05,0,AHL Default Project Template ID,US
AHL_RM_OPERATION_APPRV_ENABLED,US,AHL: Enable approval workflow for Operations.,2,28.03.03,120,21.01.05,0,Enable approval workflow for Operations.,US
AHL_WO_DEFFERAL_PLAN,US,AHL: Job Deferral Inspection Type,2,19.10.02,120,21.01.05,0,AHL: Job Deferral Inspection Type,US
AHL_MTL_MAT_STATUS_SERVICABLE,US,AHL: Material Status - Servicable,2,25.10.02,120,21.01.05,0,This profile maps to the Material Status name for "Servicable" material condition.,US
AHL_PRD_SR_SEVERITY,US,AHL : Default Service Request Severity,2,11.10.02,120,21.04.06,0,AHL : Default Service Request Severity,US
AHL_OSP_OE_RETURN_ID,US,AHL: OM Return Line Type ID,2,04.10.02,120,21.01.05,0,,US
AHL_NR_WO_PLAN_TYPE,US,AHL: Non-Routine Job Inspection Type,2,19.10.02,120,22.06.06,0,AHL: Non-Routine Job Inspection Type,US
AHL_PRD_SR_STATUS,US,AHL : Default Service Request Status,2,11.10.02,120,21.01.05,0,AHL : Default Service Request Status,US
AHL_FMP_MR_APPRV_ENABLED,US,AHL: Enable approval workflow for Maintenance Requirement.,2,28.03.03,120,21.01.05,0,Enable approval workflow for Maintenance Requirement.,US
AHL_MRB_DISP_PLAN_TYPE,US,AHL: MRB Disposition Inspection Type,2,19.10.02,120,21.01.05,0,AHL: MRB Disposition Inspection Type,US
AHL_MTL_MAT_STATUS_UNSERVICABLE,US,AHL: Material Status - Unservicable,2,25.10.02,120,21.01.05,0,This profile maps to the Material Status name for "Unservicable" material condition.,US
OIR_AGING_BUCKETS,US,OIR: Aging Buckets,2,21.10.02,120,19.10.05,0,The Oracle Receivables aging buckets to use for Oracle iReceivables.,US
OIR_INVOICE_BPA_ENABLED,US,OIR: Bill Presentment Architecture Enabled,2,19.11.02,121,11.08.09,0,Profile Option to enable BPA in iReceivables,US
ASG_SDQ_PURGE_PERIOD,US,ASG: System Dirty Queue Purge Interval Setting,2,27.03.03,120,21.01.05,0,Purge Period in days,US
ASG_DISABLE_CUSTOM_SYNCH,US,ASG: Disable Custom Object Synchronization,2,27.03.03,120,21.01.05,0,Stores the information if the synchronization is disabled for the custom objects.,US
ASG_DISABLE_CUSTOM,US,ASG: Disable Custom Flag,2,27.03.03,120,21.01.05,0,Stores the flag if custom objects are disabled.,US
ASG_FS_IMOBILE_ORGANIZATION_ID,US,ASG: Field Service/iMobile Organization ID,2,27.03.03,120,21.01.05,0,Field Service/iMobile Organization ID,US
ABM_SELECTION_COLOR_RGB,US,ABM: Selection Color RGB String,1,17.10.02,1,17.10.02,0,Selection Color RGB String used in ABM,US
ABM_LOOK_AND_FEEL_CLASS,US,ABM: Look And Feel Class,1,17.10.02,1,17.10.02,0,Look And Feel Class used in ABM,US
ABM_LIGHT_COLOR_RGB,US,ABM: Light Color RGB String,1,17.10.02,1,17.10.02,0,Light Color RGB String used in ABM,US
ABM_MEDIUM_COLOR_RGB,US,ABM: Medium Color RGB String,1,17.10.02,1,17.10.02,0,Medium Color RGB String used in ABM,US
ABM_DARK_COLOR_RGB,US,ABM: Dark Color RGB String,1,17.10.02,1,17.10.02,0,Dark Color RGB String used in ABM,US
ASO_UPDATE_MODEL_QTY,US,ASO : Allow Quantity Updates for Top Level Model Item,2,19.09.02,120,21.01.05,0,Deteremines whether the quantity of a top level model item can be updated,US
ASO_AUTO_ACCOUNT_CREATE,US,ASO : Auto Account Creation,2,11.11.02,120,21.01.05,0,Profile to determine the ability to create customer account,US
ASO_CALCULATE_TAX,US,ASO : Calculate Tax,2,22.11.02,120,21.01.05,0,Determines the tax computation mechanism,US
ASO_CREDIT_CHECK_RULE,US,ASO : Credit Check Rule,2,04.09.02,120,21.01.05,0,Determines the rule for credit check functionality,US
ASO_MAX_COUNT_FOR_QUERY,US,ASO: Max Number of Results,2,20.11.02,120,21.01.05,0,This profile holds the maximum number of records to be returned when performing a search,US
ASO_ENFORCE_ACCOUNT_RELATIONSHIPS,US,ASO: Enforce Account Relationships,2,12.02.03,120,21.01.05,0,Enforce Account Relationships,US
ASO_ENABLE_BATCH_PROCESSING,US,ASO : Enable Batch Processing,2,01.11.02,120,21.01.05,0,This profile enables batch processing for pricing,US
ASO_CALCULATE_PRICE,US,ASO : Calculate Price,2,22.11.02,120,21.01.05,0,Determines the price computation mechanism,US
ASO_USE_INTERMEDIA_SEARCH,US,ASO : Enable Intermedia Search,2,20.11.02,120,21.01.05,0,Whether to enable Intermedia search for Quoting product search,US
ASO_DEFAULT_IB_RELATIONSHIP,US,ASO : Default Install Base Relationship,2,12.09.02,120,21.01.05,0,Default Install Base Relationship,US
ASO_USE_NETWORK_CONTAINER,US,ASO : Use Network Container,2,13.09.02,120,21.01.05,0,Determines whether the network container functionality is enabled,US
ASO_UPDATE_COMPONENT_QTY,US,ASO : Allow Quantity Updates for Component Item,2,31.10.02,120,21.01.05,0,Deteremines whether the quantity of a component item can be updated,US
AZ_COMMIT_ROWCOUNT,US,AZ: Commit Row Count,2,24.04.03,120,19.07.06,0,AZ: Commit Row Count,US
AZ_VO_FETCH_SIZE,US,AZ: VO Fetch Size,2,24.04.03,120,19.07.06,0,AZ: VO Fetch Size,US
AZ_REPORTER_MAX_RECORDS,US,AZ: Reporter max records,2,22.04.03,120,19.07.06,0,max records shown on ui screen,US
BEN_MAX_EXT_LINE_SIZE,US,BEN:Max Extract Line Size,2,07.02.02,120,05.10.05,0,Use this profile option to set the maximum length of a record generated by the Extract Write Process for compensation and benefits system extracts.,US
BEN_ELGY_PRFL_RL_COND,US,BEN:Eligible Profile Rule,2,21.08.02,120,05.10.05,0,Determines how to evaluate FastFormula rules in an eligibility profile.  Set to AND by default meaning ppt must satisfy all rules to meet profile. Set to OR if ppt only needs to meet 1,US
BEN_HRLY_ANAL_FCTR,US,BEN:BEN HOURLY ANNUALIZATION FACTOR,2,30.08.02,120,05.10.05,0,Hourly Annualization Factor to convert hourly salary to Annual.  The default is 2080 hours (8 hours * 5 days * 52 weeks).,US
BEN_QUA_IN_GR_LER,US,BEN:Enable Quartile in Grade Life Event,2,17.10.02,120,05.10.05,0,Set to Y to trigger Quartile in Grade Life Event when a person's grade, salary basis, or salary changes and moves EE into a new quartile in grade.,US
EDW_ROLLBACK_SRC,US,EDW : Collection Rollback Segment,1,25.06.03,1,03.01.07,0,Rollback Segment that is used during the data collection process,US
EDW_AUTO_DANG_RECOVERY,US,EDW : Auto Dangling Recovery,2,10.12.02,120,21.01.05,0,If set to Yes, auto dangling recovery is enabled.,US
EDW_MAX_THREADS,US,EDW : Max Parallel Jobs,2,05.02.03,120,21.01.05,0,Parallel Load Processes. From Apps, launches parallel conc processes. From other medium, launches parallel dbms jobs.,US
EDW_STG_JOIN_NL,US,EDW : Use Nested Loop (Percentage),2,05.02.03,120,21.01.05,0,Uses nested loops if the data ratio is below this value,US
EDW_OK_UPDATE,US,EDW : Use Update for OK Table (Percentage),2,05.02.03,120,21.01.05,0,Uses updates instead of CTAS for OK tables if ratio below this value,US
EDW_MIN_JOB_LOAD_SIZE,US,EDW : Min Job Load Size (Rows),2,05.02.03,120,21.01.05,0,Minimum number of rows each parallel job gets to process,US
EDW_SLEEP_TIME,US,EDW : Sleep Time (Seconds),2,05.02.03,120,21.01.05,0,The time the main process sleeps before checking on the status of parallel jobs,US
BNE_OFFLINE_LOV_LIMIT,US,BNE Offline List of Values Limit,2,04.03.03,2,04.03.03,0,Limit on the number of values to be downloaded for an offline List of Values,US
CCT_BASIC_TELEPHONY_LISTENER_PORT,US,CCT: Basic Telephony: Listener Port,1,25.06.03,120,21.01.05,0,Listener Port for Basic Telephony,US
CCT_BASIC_TELEPHONY_THIRD_PARTY_URL,US,CCT: Basic Telephony: Third Party URL,1,25.06.03,120,21.01.05,0,Third Party URL for Basic Telephony,US
CCT_BASIC_TELEPHONY_LOG_LEVEL,US,CCT: Basic Telephony: Log Level,1,25.06.03,120,21.01.05,0,Log Level for Basic Telephony,US
CCT_BASIC_TELEPHONY_ACD_PWD,US,CCT: Basic Telephony : ACD Password,1,25.06.03,121,21.12.07,0,ACD Password for Basic Telephony,US
CCT_BASIC_TELEPHONY_ACD_QUEUE,US,CCT: Basic Telephony: ACD Queue,1,25.06.03,121,21.12.07,0,ACD Queue for Basic Telephony,US
CCT_BASIC_TELEPHONY_ACD_ID,US,CCT: Basic Telephony :ACD ID,1,25.06.03,121,21.12.07,0,ACD ID for Basic Telephony,US
IEU_QEN_BASIC_TELEPHONY,US,IEU: Queue: Basic Telephony,1,25.06.03,120,21.01.05,0,Determines whether a user can work on Basic Telephony or not.,US
IEU_QOR_BASIC_TELEPHONY,US,IEU: Queue Order: Basic Telephony,1,25.06.03,120,21.01.05,0,Determines the order of appearance for the queue.,US
CCT_BASIC_TELEPHONY_RECONNECT_INTERVAL,US,CCT: Basic Telephony: Reconnect Interval,1,25.06.03,120,21.01.05,0,Reconnect Interval for Basic Telephony,US
CCT_BASIC_TELEPHONY_IC_PLUGIN_ENABLE_LOG_WINDOW,US,CCT: Basic Telephony: IC Plugin: Enable Log Window,1,25.06.03,120,21.01.05,0,Enable Log Window for IC Plugin,US
CCT_BASIC_TELEPHONY_IC_PLUGIN_ENABLE_EVENT_WINDOW,US,CCT: Basic Telephony: IC Plugin: Enable Event Window,1,25.06.03,120,21.01.05,0,Enable Event Window for IC Plugin,US
CCT_BASIC_TELEPHONY_IC_PLUGIN_ENABLE_SCREENPOP_WINDOW,US,CCT: Basic Telephony: IC Plugin: Enable ScreenPop Window,1,25.06.03,120,21.01.05,0,Enable ScreenPop Window for IC Plugin,US
CSC_DEFAULT_EMAIL_TEMPLATE,US,Customer Care : Default Template for Outbound from Contact Center,2,30.01.03,120,21.01.05,0,Default email template for outbound email from Contact center,US
CSC_DEFAULT_EMAIL_CATEGORY,US,Customer Care: Default Category for Outbound E-mail from Contact Center,2,30.01.03,120,21.01.05,0,Default Category for Outbound eMail from Contact Center,US
CSC_OUTBOUND_EMAIL_ENABLED,US,Customer Care : Enable Outbound E-mail from Contact Center,2,21.10.02,120,21.01.05,0,Enable Outbound Email From Contact Center,US
CSC_CONTACT_CENTER_DEFAULT_ADDR_STYLE,US,Customer Care: Default Address Style for Contact Center,2,29.01.03,120,02.12.05,0,Contact Center Default Address Style,US
CS_KB_DISPLAY_SEARCH_OPTION_LIST,US,Knowledge: Display "Using" search option on advanced solution search,2,11.12.02,121,27.03.08,0,Controls whether the "Using" search option is displayed or not on the solution advanced search (Customer facing only),US
CS_CHG_DEFAULT_INTERFACE_FLAG,US,Service: Charges Default Interface to OM Flag,2,27.10.02,121,27.03.08,0,Service: Charges Default Interface to OM Flag,US
CS_KB_CHOOSE_FLOW,US,Knowledge: Select Authoring Flow,2,11.12.02,121,27.03.08,0,When authoring solutions, this controls whether uer can select an authoring flow to submit the solution to,US
CS_KB_DEFAULT_ACCESS_LEVEL,US,Knowledge: Default Statement Visibility Level,2,11.12.02,121,27.03.08,0,Default statement visibility level for statement authoring,US
CS_SR_USE_TYPE_RESPON_SETUP,US,Service: Use SR Type - Responsibility Mapping,2,29.04.03,121,27.03.08,0,This profile is used to control if the SR Type - Responsibility mapping restriction is to be imposed or not according to 'Yes' or 'No' value.,US
CSZ_VALID_INCIDENT_ADDRESS,US,Service : Valid Incident Address,2,22.04.03,121,27.03.08,0,Profile determines if all or customer related locations are shown in validated Incident address region,US
CS_CHG_DEFAULT_CONVERSION_TYPE,US,Service: Charges Default Conversion Type,2,03.03.03,121,27.03.08,0,Default Currency Conversion Type for Charges,US
CSI_ORIGINAL_UPGRADING_FROM_RELEASE,US,CSI: Upgrading Installed Base from Which Original Release,2,11.02.03,121,27.03.08,0,This profile tells the migration program from which released of Installed Base the current installation is migrating from ?,US
CSC_DEFUALT_OUTBOUND_EMAIL_ACCOUNT,US,Customer Care : Default email account for outbound  email from Contact Center,2,29.01.03,120,21.01.05,0,Default email account for outbound  email from Contact Center,US
CS_KB_DEFAULT_SEARCHING_METHOD,US,Knowledge: Default Searching Method,2,11.12.02,121,27.03.08,0,The default searching method in simple search.,US
CS_CHG_DEFAULT_SORT_ORDER,US,Service: Charges Default Sort Order,2,27.10.02,121,27.03.08,0,Service: Charges Default Sort Order,US
CS_KB_DEFAULT_FLOW,US,Knowledge: Default Authoring Flow,2,19.02.03,121,27.03.08,0,The default authoring flow that solutions will be submitted to.,US
CS_KB_SHOW_PLATFORM,US,Knowledge: Display Platform Attributes throughout Knowledge Management,2,11.12.02,121,27.03.08,0,Controls whether the platform attributes are displayed across Knowledge Management. This will be hidden from the search as well as detail pages (Customer facing only),US
CSZ_ALLOWABLE_SUBJECT,US,Service : Service Request Creation Item List filter,2,28.04.03,121,27.03.08,0,Filter for Product LOV. (Inventory, Instance or All),US
CSZ_DEFAULT_INCIDENT_ADDRESS_FORMAT,US,Service : Default Incident Address Format,2,22.04.03,121,27.03.08,0,Profile to show either Free format or Validated Incident Address,US
CSP_INCL_CAR_STOCK,US,CSP: Include Car Stock,2,11.12.02,120,24.08.05,0,Include car stock or not when determining availability,US
CSP_INCL_ALTERNATES,US,CSP: Include Alternates,2,11.12.02,120,24.08.05,0,Include Alternates or not when determining availability,US
CS_SR_DEFAULT_EMAIL_CATEGORY,US,Service: Default Email Category,2,11.07.02,121,27.03.08,0,Service: Default Email Category,US
CS_KB_EXPOSE_SEARCH_RELATED_SOLUTIONS,US,Knowledge: Display Search Related Solutions button on advanced solution search,2,11.12.02,121,27.03.08,0,Controls whether the Search Related Statements button is displayed or not on the advanced solution search (Customer facing only),US
CSZ_HIST_DESC_TRUNCATION,US,Service: Truncation of History Description,2,28.04.03,121,27.03.08,0,Service: Truncation of History Description,US
CSZ_SR_CTR_E_DAYS,US,Service Contract expire advanced warning buffer in Days,2,28.04.03,121,27.03.08,0,Number of days advanced warning of a service request contract is about to expire for a particular service request. Negative values area allowed.,US
CS_ALLOWABLE_SUBJECT,US,Service Online: Service Request Creation Product List filter (old),2,08.04.03,121,27.03.08,0,Filter for Product LOV. (Inventory, Instance or All),US
CSZ_VALID_BILL_SHIP_RELATIONSHIP_TYPES,US,Service : Valid Bill/ShipTo  Relationship Types,2,22.04.03,121,27.03.08,0,,US
CS_CHG_MAX_ROLL_DAYS,US,Service: Charges Default Max Roll Days,2,03.03.03,121,27.03.08,0,Charges Default Maximum Rollup Days,US
CS_DISPLAY_OPTION,US,Service: Display Options,2,07.06.02,121,27.03.08,0,Display for Service Request Log,US
CS_SR_DEFAULT_EMAIL_TEMPLATE,US,Service: Default Email Template,2,30.07.02,121,27.03.08,0,Service: Default Email Temlate,US
CS_SR_CONTACT_MANDATORY,US,Service: Make Contact Mandatory,2,30.01.03,121,27.03.08,0,Make Contact Mandatory,US
CS_KB_DISPLAY_QUICK_FIND,US,Knowledge: Display Quick Find,2,11.12.02,121,27.03.08,0,Controls whether the Quick Find is displayed (Customer facing only),US
CS_KB_CONCURRENT_SEARCH,US,Knowledge: Concurrent Search Mode for Simple Search,2,11.12.02,121,27.03.08,0,Simple search will search all repositories if set to Yes. Recommended that this profile is set to Yes.,US
CS_KB_SMP_SOL_OPT_STMT,US,Knowledge: Display Optional Statements for authoring,2,11.12.02,121,27.03.08,0,Display Optional Statements for authoring,US
EAM_MOI_LOG_FILE_NAME,US,EAM: Object Instantiation API Log File Name,2,13.12.02,120,21.01.05,0,Specifies the Object Instantiation API's log file name.,US
CS_KB_SEARCH_REPOSITORIES,US,Knowledge: Repositories to search across in simple search,2,11.12.02,121,27.03.08,0,The available repositories for the the simple search to search across,US
EAM_MOI_LOG_FILE_DIR,US,EAM: Object Instantiation API Log File Directory,2,13.12.02,120,21.01.05,0,Specifies the Object Instantiation API's log file directory.,US
EAM_ABO_IS_DEBUG,US,EAM: Activity API Debug Option,2,11.09.02,120,21.01.05,0,The Activity API will generate debug log file if this option is set.,US
CS_KB_DEFAULT_SEARCH_RELEVANCY,US,Knowledge: Display search results above the score,2,11.12.02,121,27.03.08,0,Filter search results below this score, applies to the simple and advanced search,US
EAM_MOI_IS_LOGGED,US,EAM: Object Instantiation API Log Option,2,13.12.02,120,21.01.05,0,Specifies if Object Instantiation API would generate log file.,US
CS_SR_DEFAULT_SYSTEM_RESOURCE,US,Service: Default System Resource,2,05.12.02,121,27.03.08,0,System Resource for automated processes,US
CS_SR_RESTRICT_IB,US,Service : Restrict Installed Base for location validation,2,07.02.03,121,27.03.08,0,Profile to  Indicate whether the Installed base item should have a location restriction of HZ_LOCATIONS and HZ_PARTY_SITES,US
EAM_DEBUG,US,EAM: Debug Profile Option,2,02.12.02,120,21.01.05,0,This profile option determines whether debug statements are executed.,US
EAM_ABO_DEBUG_FILE_NAME,US,EAM: Activity API Debug File Name,2,11.09.02,120,21.01.05,0,Specifies the Activity API's debug log file name.,US
CS_SR_INTERACTION_LOGGING,US,Service: Interaction Logging Mode,2,03.03.03,121,27.03.08,0,Service: Interaction Logging Mode,US
CSZ_MAX_INCIDENT_HISTORY_LINES,US,Service: Rows Displayed in History,2,28.04.03,121,27.03.08,0,The maximun number of Incident History lines shown on Overview screen,US
EAM_WR_OPTIONS,US,EAM: Maintenance Work Request Options,2,04.04.03,120,21.01.05,0,,US
EAM_ABO_DEBUG_FILE_DIR,US,EAM: Activity API Debug File Directory,2,11.09.02,120,21.01.05,0,Specifies the Activity API's debug log file directory.,US
CS_CTR_GF_DATE_FROM_BASE_CTR,US,CTR:Update Group Function Date from Base Counter,2,19.02.03,2,19.02.03,0,Update group function date from base regular counter,US
CS_SR_USE_LOV_FOR_ORDER_NUM,US,Service: Use List of values for Order Number,2,20.12.02,121,27.03.08,0,Service: Use List of values for Order Number,US
CS_KB_PRESERVE_TEXT_FORMATTING,US,Knowledge: Preserve Formatting for Text Content,2,20.02.03,121,27.03.08,0,Preserve Formatting for Text Content,US
CSZ_DEFAULT_SEARCHKEY,US,Service : Default Search Key Selection,2,28.04.03,121,27.03.08,0,Default selection for service request creation search key,US
FII_COLLECT_ER,US,FII: Extract Expense Reports Mode,2,26.12.02,120,28.10.05,0,This profile is used in EDW. This profile decides whether to include Expense Report related information in our facts or not. Sysadmin needs to access the profile option.,US
FND_FORMS_METRICS_ENABLED,US,FND:Forms Metrics Enabled,2,03.03.03,2,03.03.03,0,,US
FND_CREATE_SEEDED_PERSONALIZATIONS,US,Create Seeded Personalizations,2,07.11.02,2,07.11.02,0,For creating Seeded Personalizations in JRAD.,US
APPS_SSO_LDAP_SYNC,US,Application SSO LDAP Synchronization,2,04.03.03,120,29.08.05,0,LDAP synchronization between OID and the application suite.,US
APPS_SSO_LOCAL_LOGIN,US,Applications SSO Login Types,2,04.03.03,121,19.07.06,0,Mechanisms available for Applications user login,US
APPS_SSO_ALLOW_MULTIPLE_ACCOUNTS,US,Applications SSO Allow Multiple Accounts,2,04.03.03,120,29.08.05,0,,US
APPS_SSO_CHANGE_PWD_URL,US,Application SSO Change Password URL,2,04.03.03,120,29.08.05,0,,US
APPS_LOCAL_LOGIN_URL,US,Applications Local Login URL,2,05.03.03,120,29.08.05,0,,US
APPS_LOCAL_CHANGE_PWD_URL,US,Applications Local Change Password URL,2,05.03.03,120,29.08.05,0,,US
PASSIVATION_LEVEL,US,FND: Passivation Level,2,11.04.02,2,11.04.02,0,Passivation level for state persistence.  If this is None then there will be no passivation (state persistence) support.,US
GL_REVAL_MAX_DAYS_TO_ROLL_RATE,US,GL Revaluation: Days to Roll Forward Daily Rates,1,25.06.03,120,16.05.05,0,The maximum number of days from the transaction date that GL will search conversion rates backwards to locate a revaluation rate with the specified rate type.,US
GL_DEBUG_MODE,US,GL: Debug Mode,1,25.06.03,120,16.05.05,0,Indicates if General Ledger programs are run in debug mode; in debug mode, additional messages are printed to the log file.,US
GMD_SPEC_VERSION_CONTROL,US,GMD: Specification Version Control,2,26.08.02,120,09.11.05,0,GMD: Specification Version Control,US
GMF_CHECK_CROSSVAL_RULES,US,GMF: Check Cross-Validation Rules,2,18.07.02,120,08.07.05,0,Cross-Validation flag.,US
GMD_ENFORCE_STEP_DEPENDENCY,US,GMD: Enforce Step Dependency,2,16.10.02,120,12.07.05,0,Enforce Step Dependency,US
GMS_BUDGET_MATRIX_TAB_ALLOWED,US,GMS: Tab to Budget Matrix Comment Fields,2,09.01.03,120,21.01.05,0,Indicates whether the user can tab to the overflow region for entering change reason, comments and descriptive flexfields,US
OTL_TK_ATTR_2,US,OTL_TK_ATTR_2,2,26.08.02,120,21.01.05,0,INTERNAL OTL USE ONLY. ID value for Time Keeper Dependent LOV Validations,US
OTL_TK_ATTR_4,US,OTL_TK_ATTR_4,2,26.08.02,120,21.01.05,0,INTERNAL OTL USE ONLY. ID value for Time Keeper Dependent LOV Validations,US
OTL_TK_ATTR_6,US,OTL_TK_ATTR_6,2,26.08.02,120,21.01.05,0,INTERNAL OTL USE ONLY. ID value for Time Keeper Dependent LOV Validationsme Keeper Dependent LOV Validations,US
OTL_TK_ATTR_9,US,OTL_TK_ATTR_9,2,26.08.02,120,21.01.05,0,INTERNAL OTL USE ONLY. ID value for Time Keeper Dependent LOV Validations,US
OTL_TK_ATTR_13,US,OTL_TK_ATTR_13,2,26.08.02,120,21.01.05,0,INTERNAL OTL USE ONLY. ID value for Time Keeper Dependent LOV Validations,US
OTL_TK_ATTR_15,US,OTL_TK_ATTR_15,2,26.08.02,120,21.01.05,0,INTERNAL OTL USE ONLY. ID value for Time Keeper Dependent LOV Validations,US
OTL_TK_ATTR_17,US,OTL_TK_ATTR_17,2,26.08.02,120,21.01.05,0,INTERNAL OTL USE ONLY. ID value for Time Keeper Dependent LOV Validations,US
OTL_TK_TIMEKEEPER_ID,US,OTL_TK_TIMEKEEPER_ID,2,24.10.02,120,21.01.05,0,Internal OTL use only.,US
OTL_TK_RESOURCE_ID,US,OTL_TK_RESOURCE_ID,2,24.10.02,120,21.01.05,0,Internal OTL use only.,US
ICX_PREFERRED_CURRENCY,US,ICX: Preferred Currency,2,11.12.02,120,06.07.06,0,User currency preference,US
IEM_TEMPLATE_CATEGORY_ID,US,IEM: Admin: Category Id for Templates,2,17.11.02,120,07.12.05,0,Defines MES category Id where Email Center templates are stored.  Controlled from SSA.,US
IEM_OP_EPTN,US,IEM: Outbox Processing: Number of threads processing error queues,2,22.11.02,120,21.01.05,0,Outbox processing:  Number of threads processing the error queues.,US
IEM_BIZINT_LEADS,US,IEM: Integration: Lead request creation enabled,2,27.11.02,120,21.01.05,0,Enables/disables the Leads integration with Email Center that allows agents to flag messages as potential Leads in the Message Component.,US
POR_DISTRIBUTED_SEARCH_TIMEOUT,US,POR: Transparent Punchout Timeout Limit,2,24.02.03,120,06.07.06,0,When to time out for Transparent Punchout,US
IEM_RERUN_CUSTOM_PROCEDURE,US,IEM: Processing: Rerun Auto-Processing Custom Procedure,2,17.11.02,120,21.01.05,0,Defines whether custom procedure needs to be re-run when an email is being re-processed due to a re-route or re-direct.  Defaulted to 'Yes'.  Valid values are 'Yes' & 'No'.,US
